name,price,status,shipping,free_returns,items_sold
"Lipton Iced Tea, Gallon Size Tea Bags (48 Ct.)",2299,Brand New,3,False,
Gunpowder Green Tea Organic China premium - loose leaf or tea bags - choose qty ,825,Brand New,0,False,
"Authentic Thai Iced Tea Flavored Black Tea,23 tea bags 20 Count (Pack of 1) ",1195,Brand New,3,False,
"Pure Leaf Unsweetened Iced Tea (16.9 Oz., 18 Pk.)",3399,Brand New,3,False,
"Lipton Green Tea Citrus Iced Tea (16.9 Fl. Oz. Bottles, 24 Pk.) NO SHIP TO CA",2496,Brand New,300,False,
Organic Lavender Berry Rooibos Tea,450,Brand New,3,False,
AriZona Green Tea with Ginseng and Honey 16 fl oz. bottle 24 pk. ~ FREE SHIPPING,2490,Brand New,3,True,
Autumn Mist - Green Tea,1495,Brand New,200,True,
Chocolate Caramel Black Tea,499,Brand New,3,False,
Osulloc Kombucha Cala Mango Iced Tea 10T,1999,Brand New,0,False,
Pure Leaf Sweet Iced Tea Sweetened 72 Pack x 16.9 Oz,6299,Brand New,0,False,
Ice Tea Fresh Brew Premium Orange Pekoe Cut Black Tea  25 X 1 OZ ,1600,Brand New,3,False,33
Papaya Strawberry Green Tea,450,Brand New,3,False,
Ice Tea Fresh Brew  Farmer Brothers Black Iced Tea For Sweetening  24/4oz pk,3500,Brand New,3,False,
Senna Colon Cleanse Tea,450,Brand New,3,False,
Baja Iced Tea Blend Black Loose Leaf Tea 8oz 1/2 lb,2099,Brand New,3,False,
"Mango Black Tea - loose leaf or tea bags - choose qty, fruity and delicious",710,Brand New,0,False,
"Pure Leaf, Subtly Sweet Tea, 18.5 oz, 12 Pack.........",3404,Brand New,0,False,
"Diet Iced Tea Mix, Lemon, Caffeine-Free, Sugar-Free Black Tea Mix, Makes 10 Quar",2342,Brand New,0,False,
masala chai  iced  tea 12 count bag makes 32 ounces each with cinnamon,1675,Brand New,3,False,
The Original Thai Iced Tea Mix 400g x 2 Bags Authentic & Thai Iced Teas,1827,Brand New,0,True,
"Keto-Friendly Sweet Black Iced Tea by The Republic of Tea, 8 Pouches",1250,Brand New,0,True,
Sassafras Tea Concentrate,899,Brand New,1050,False,
Celestial Seasonings Cold Brew Iced Tea Unsweetened Black,925,Brand New,3,False,
"Lipton Family Herbal Iced Tea Bags, Strawberry Watermelon, Caffeine Free, 16 ct",1500,Brand New,0,True,
2 Pack 4C 35 QT Peach Iced Tea Mix (82.6 oz.),1398,Brand New,3,False,
Light Powdered Drink Mix Cannisters Light Iced Tea 22 Quarts Family Sized,2370,Brand New,3,True,
"LUZIANNE 1 Bottle x 64oz UNSWEETENED Brewed ICED TEA CONCENTRATE, Yields 6 gal",2700,Brand New,0,False,
"3 x BOBA Black Tapioca Pearl Bubble Tea 8.8 oz for Milk Tea,Thai Tea,Iced Coffee",1595,Brand New,3,True,
"Lipton Iced Tea, Gallon Size Tea Bags (48 ct.)",2195,Brand New,3,False,
"Mango Chai, Caffeinated, Delicious to Enjoy Hot or Iced, Loose Leaf Tea",1099,Brand New,3,False,
"Thai Iced Tea Traditional Restaurant Style,16 Oz (1LB.)",2583,Brand New,3,True,
