name,price,status,shipping,free_returns,items_sold
"18 Rolls Carton Sealing Clear Packing Tape Box Shipping- 1.8 mil 2"" x 110 Yards",3699,Brand New,0,True,705
Tarte Shape Tape Concealer ~ Brand New ~ Free Shipping ~ Choose you color,1080,Brand New,3,False,
"36 Rolls Clear Box Carton Sealing Packing Tape Shipping - 1.75 Mil 2"" x 55 Yards",4221,Brand New,0,False,
Poly Bag Sealer Tape with Dispenser 3/8 Inch x 180 Yards Red Color 6 Rolls,3448,Brand New,0,True,175
"XFasten Transparent Window Weather Sealing Tape, 2-Inch x 30 Yards",1476,Brand New,3,False,
"Tape Alien Instantly Locks Anything Into Place Without Screws, Anchors, Adhesive",169,Brand New,0,False,43
3M VHB 4905 Double Sided Mounting Tape Transparent Clear Long 10M / 33FT Length,705,Brand New,3,False,639
Stanley LeverLock 25 ft. x 1 in. CC Center Tape Measure,995,Brand New,0,False,235
3 ROLLS EcoSwift Carton Sealing Packaging Packing Tape 1.6mil 2 x 55 yard 165 ft,899,Brand New,3,False,723
50M Adhesive RED Double Side Strong Sticky High Temp Tape Cell Phone LCD Screen,375,Brand New,3,True,752
Fragile Tape Sealing Tape Packing Printing Tape-2 Inch x 330 Ft 110 Yards-6X,1889,Brand New,3,True,
"12x Self Adhesive Bandage Wrap Cohesive Vet Tape Elastic Adherent 2"" x 5 Yards",1099,Brand New,3,True,1262
5M Kinesiology Tape Roll Waterproof Sports Muscle Physio Therapeutic Sticker USA,675,Brand New,3,True,
RHINO 11 Color 22 Rolls PVC Insulation Electrical Tape 3/4 in x60FT (22 PACK),1999,Brand New,3,False,179
RHINO 5 Color  Electrical Tape 3/4″ x 60′ FT PVC Insulation (5 pack),999,Brand New,3,False,362
"3M VHB # 4905 Car Truck Auto Transparent Clear Double Sided Tape 1/4"" 1/2"" 1"" 2""",670,Brand New,3,True,
3M 1mm 2mm 3mm Sided-super Double sticky heavy adhesive tape Cell Phone Repair,479,Brand New,3,True,672
"Rolls Carton Sealing Clear Packing Shipping Box Tape 3"" x 110 Yards - STRONG",812,Brand New,3,False,
"2x 1"" x 36 yards Kapton tape rolls 25mm High Temperature Yellow Polyimide Heat",1199,Brand New,3,True,
"60"" Body Measuring Tailor Tape Ruler Sewing Cloth Measure Seamstress Soft Flat",205,Brand New,0,False,4600
Car Wiring Loom Harness Tape Adhesive Cloth Fabric Electric Insulation Tape 25M,1399,Brand New,3,False,
A-SUB 25mm x 108FT Heat Resistant Tape High Temperature Sublimation Thermal,799,Brand New,3,True,
Packing Tape Gun Dispenser Lightweight Adjustable Packaging Tape Gun up to 3'',999,Brand New,3,False,
Clear Resealable Recloseable Self Adhesive Cello Lip and Tape poly Plastic bags,595,Brand New,3,True,
"EBAY LOGO BRANDED SHIPPING PACKING/PACKAGING TAPE-1 ROLL 75 YARD x 2""/ 2.2 MIL ",127,Brand New,500,False,
Fragile Marking Tape Handle w/ Care Shipping Packing 1.88”  Scotch,595,Brand New,3,False,
Grafting Tape Garden Tree Seedling Self-adhesive Stretchable Pruning Parafilm,599,Brand New,3,False,813
4pcs Black Rubber Silicone Repair Waterproof Adhesive Tape Rescue Self Fusing ,1399,Brand New,3,True,
2 Rolls X 75 Yard eBay Branded Packaging Tape Box Packing Shipping,1199,Brand New,0,False,
Sticky Back Tape 4 Sets Self Adhesive Hook Loop Black VELCRO Brand Waterproof,599,Brand New,3,True,
Heavy Duty Tape Gun Dispenser Packing Machine Shipping Grip Sealing Roll Cutter,998,Brand New,3,False,
Gaffers Tape 2 Inch 23 Yard Gaffers Tape Black Gaffers Tape 2 Inch,999,Brand New,0,True,
Fix/Repair 8 track tape 20 pressure pads ,699,Brand New,400,False,507
"2 Rolls Packing Tape 2"" x 55 yards Clear Shipping Box Sealing Tape ",775,Brand New,3,True,
**10 Feet**Genuine 3M VHB #5952 Double-Sided Mounting Acrylic Foam Tape Adhesive,439,Brand New,3,True,560
"Oatey Fastape 1/2 in. x 260 in. PTFE Thread Seal Tape, Heavy Duty, 2 Rolls",690,Brand New,3,True,
"6 Rolls Ebay Color Shipping and Packing Tape 2"" 75 Yard 2.7mil Thick",1899,Brand New,3,True,
Alien Tape Instantly Locks Anything into Place Without Screws Anchors Adhesive,799,Brand New,3,False,
LUX® Packing Tape 3'' x 110yds 24/cs Clear,5850,Brand New,3,False,321
"Premium Clear Carton Box Sealing Packing Tape 2.5 Mil Thick 2""x110 yard",995,Brand New,3,True,
ELK Anti-Slip Tape - Heavy Duty 80 Grit - Indoor and Outdoor Use (4 in x 33 ft),1999,Brand New,3,False,
"24 Rolls Brown Tan Carton Sealing Packing Tape Shipping 3 Inch  3""x110 yd 330'",6149,Brand New,1199,False,464
Clear Packing Tape Carton Sealing Tape 2Mil *50mmx 110mtrs ( 360 Ft)/Roll Carton,570,Brand New,3,True,
"LEM Products Poly Bag Tape Machine 43 Twist & Seal, 9-12mm Tape, Blue - 043",3399,Brand New,3,True,
Extra Quiet Packing Tape Moving Packing Storage Heavy Duty Clear Durable 6 Rolls,3897,Brand New,3,True,
5 x Tesa Original Isoband 51608 15m X 19mm Adhesive Wiring Loom Cloth Tape  NEW ,1899,Brand New,3,True,
"New ListingPrinko 6 Rolls Clear Carton Box Sealing Packing Tape 2.5 Mil Thick 2""x55 y",1999,Brand New,3,True,
"New ListingShipping Depot Carton Box Sealing Clear Packing Tape 3"" x 110 Yds up tp 96 Rolls",1149,Brand New,3,False,
Sony Camcorder for 8mm Digital8 MiniDV Hi8 Tape Transfer to Computer USB and DVD,14900,Refurbished,0,True,1090
36 ROLLS Clear Packing Tape - 2 INCH x 100 Yards (300 ft) Carton Sealing Package,6003,Brand New,0,False,537
Tarte Shape Tape Concealer ~ Brand New ~ Free Shipping ~ Choose you color,1095,Brand New,3,True,195
Packing Tape Boxing And Shipping Moving Clear 6 Pack Simply Unwind 2.7 Mil Thick,1198,Brand New,0,False,
"3M Micropore Surgical Tape 1533-1, Tan, 1'' X 10 Yards (2 Rolls)",671,Brand New,3,False,
"Gorilla Glue Double Sided Tape, Weather Resistant, Indoor / Out 1.41-In. x 8-Yd.",859,Brand New,3,False,41
"12 ROLLS EcoSwift Carton Box Sealing Packaging Packing Tape 1.6mil 2"" x 165 feet",1949,Brand New,3,False,502
6 Rolls Scotch Shipping Packaging Tape With Dispensers Heavy Duty Packing 3M,1949,Brand New,0,False,
"12 Rolls Brown Tan Hotmelt Carton Sealing Packing Tape 2"" Wide 2.7mil 60 yard",2399,Brand New,3,True,
"30 Rolls Premium Brown Carton Box Sealing Packing Tape 2.0 Mil Thick 2""x110 yard",5410,Brand New,0,True,
