name,price,status,shipping,free_returns,items_sold
New Listing2004-05 Upper Deck Rivals #6 Lebron James Cleveland Cavaliers,325,Pre-Owned,0,False,
New Listing2021-22 Panini Prizm Lebron James Express Lane Silver Prizm  LA Lakers,600,Pre-Owned,0,False,
2021 UD Goodwin Champions YOU PICK Base | Goudey | Splash of Color BUY 2+ & SAVE,124,Pre-Owned,025,False,
"2021-22 Panini Illusions NBA Base Rookies, Parallels, Veterans #1-200 | You Pick",99,Pre-Owned,099,False,
2021-22 DONRUSS OPTIC BASKETBALL  - RATED ROOKIES/PRIZMS/BASE/INSERTS - YOU PICK,100,Pre-Owned,105,False,
2013-14 Panini Elite Face 2 Face Kobe Bryant Lebron James LeBron James #2 HOF,5644,,499,False,
2009-10 Panini Prestige Basketball - U Pick,195,Pre-Owned,0,False,
2021-22 Donruss Basketball Base & Rated Rookies You Pick! #1 - 250 NBA Panini,99,Pre-Owned,083,False,
New Listing2004-05 Upper Deck Basketball Rivals - Lebron James #4 Cleveland Cavaliers - VG,325,Pre-Owned,0,False,
New Listing2004-05 UPPER DECK RIVALS #5 LEBRON JAMES NM/MT,325,Pre-Owned,0,False,
NBA Basketball Hot Packs-Best on Ebay-15 Cards-5 Rookies- Look for Autos-Mem-1/1,950,Pre-Owned,495,False,
2019 Contenders Optic BLUE 1st Picks Zion Williamson LeBron James Psa 9 Mint 🔥,64900,,0,False,
2020-21 Panini Player of the Day LeBRON JAMES #1 Base Card-L.A. LAKERS Champion,305,Pre-Owned,195,False,
2021-22 Panini Chronicles Basketball You Pick #1-295 You Pick Complete Set $SAVE,149,,0,True,
Lebron James 2003 Upper Deck Diary Rookie Card #LJ9 RC,2975,,0,False,
(2) LEBRON JAMES  2003-04 Upper Deck Rookie Set Box Topper Cards LJ1 LJ2,1799,Pre-Owned,399,False,
2019-20 Panini Donruss Basketball Vets Rookies Single Base Card #1-250 You Pick!,99,Pre-Owned,0,True,
2021-22 PANINI PRIZM BASKETBALL PRIZM~~~~75 YEARS OF THE NBA ~~~PICK YOUR PLAYER,99,Pre-Owned,150,False,
2021-22 Donruss Optic Basketball Inserts w/ Holo RC Rookie 's ! You Pick !,99,,100,False,
2021-22 Donruss Basketball INSERTS with Press Proofs / Lasers You Pick the Card,99,Pre-Owned,0,False,
2020-21 Panini Chronicles Basketball Singles #201-675 You Pick Rookies & Vets,109,Pre-Owned,0,False,
2020-21 Panini Mosaic Basketball Parallels *You Pick* Buy 2+ Save!,149,Pre-Owned,0,False,
2019 Chronicles Luminance You Pick Complete Your Set Rookie Card PYC #136-165,125,,0,False,
2019-20 Prizm Basketball INSERTS / SENSATIONAL SWATCHES / PENMANSHIP You Pick,99,Pre-Owned,0,False,
"20-21 PANINI ILLUSIONS BASKETBALL pick from list PARALLELS, INSERTS, ALL STARS",150,Pre-Owned,100,False,
2007-08 Topps 50th Anniversary LeBron James #23 Cleveland Cavaliers,1299,Pre-Owned,400,False,
"2007 07- 08 Upper Deck SP Rookie Edition Lebron James #9, Cleveland Cavaliers",1376,Pre-Owned,300,True,
2020-21 PANINI FLUX BASKETBALL YOU PICK!! 1-250,99,Pre-Owned,105,False,
2009-10 Certified Lebron James LeBron James #107,457,,499,False,
2009 Upper Deck National Convention VIP Lebron James LeBron James #VIP-3,847,,499,False,
